Gene > Secondary Identifier	Gene > Symbol	Gene > DB identifier	Gene > Organism Name	Gene > Cytological Location	Gene > Name	Gene > Description
CG33243	Ste:CG33243	FBgn0053243	Drosophila melanogaster	12D3-12D3	Ste:CG33243	""
CG33244	Ste:CG33244	FBgn0053244	Drosophila melanogaster	12D3-12D3	Ste:CG33244	""
CG33245	Ste:CG33245	FBgn0053245	Drosophila melanogaster	12D3-12D3	Ste:CG33245	""
CG33246	Ste:CG33246	FBgn0053246	Drosophila melanogaster	12D3-12D3	Ste:CG33246	""
CG33247	Ste:CG33247	FBgn0053247	Drosophila melanogaster	12D3-12D3	Ste:CG33247	""
CG3325	spn-B	FBgn0003480	Drosophila melanogaster	88B4-88B4	spindle B	""
CG33250	AlkB	FBgn0065035	Drosophila melanogaster	13F14-13F16	AlkB	""
CG33252	CG33252	FBgn0053252	Drosophila melanogaster	15B5-15B5	""	""
CG33253	CG33253	FBgn0030992	Drosophila melanogaster	18A5-18A6	""	""
CG33257	CG33257	FBgn0053257	Drosophila melanogaster	72E1-72E1	""	""
CG33258	CG33258	FBgn0053258	Drosophila melanogaster	72D1-72D1	""	""
CG33259	CG33259	FBgn0036495	Drosophila melanogaster	71C4-71C4	""	""
CG3326	CG3326	FBgn0031519	Drosophila melanogaster	23E3-23E3	""	""
CG33260	CG33260	FBgn0053260	Drosophila melanogaster	70F4-70F4	""	""
CG33261	Trl	FBgn0013263	Drosophila melanogaster	70F4-70F4	Trithorax-like	""
CG33262	CG33262	FBgn0053262	Drosophila melanogaster	70A1-70A1	""	""
CG33263	CG33263	FBgn0053263	Drosophila melanogaster	70B1-70B1	""	""
CG33264	Or69a	FBgn0041622	Drosophila melanogaster	69F2-69F2	Odorant receptor 69a	""
CG33265	Muc68E	FBgn0053265	Drosophila melanogaster	68E4-68E4	Mucin 68E	""
CG33267	CG33267	FBgn0053267	Drosophila melanogaster	68C13-68C13	""	""
CG33268	CG33268	FBgn0036177	Drosophila melanogaster	68C14-68C14	""	""
CG33269	CG33269	FBgn0053269	Drosophila melanogaster	68C13-68C13	""	""
CG3327	E23	FBgn0020445	Drosophila melanogaster	23E4-23E5	Early gene at 23	""
CG33270	CG33270	FBgn0053270	Drosophila melanogaster	68C13-68C13	""	""
CG33271	CG33271	FBgn0053271	Drosophila melanogaster	68C13-68C13	""	""
CG33272	CG33272	FBgn0053272	Drosophila melanogaster	68C11-68C11	""	""
CG33273	Ilp5	FBgn0044048	Drosophila melanogaster	67C9-67C9	Insulin-like peptide 5	""
CG33275	Pura	FBgn0035802	Drosophila melanogaster	66A6-66A8	Puratrophin-1-like	""
CG33276	CG33276	FBgn0053276	Drosophila melanogaster	66A8-66A8	""	""
CG33278	CG33278	FBgn0053278	Drosophila melanogaster	66A1-66A1	""	""
CG3328	CG3328	FBgn0034985	Drosophila melanogaster	60C1-60C1	""	""
CG33281	CG33281	FBgn0053281	Drosophila melanogaster	23E4-23E4	""	""
CG33282	CG33282	FBgn0053282	Drosophila melanogaster	23E4-23E4	""	""
CG33284	CG33284	FBgn0053284	Drosophila melanogaster	78B2-78B2	""	""
CG33285	CG33285	FBgn0053285	Drosophila melanogaster	78B1-78B1	""	""
CG33286	CG33286	FBgn0053286	Drosophila melanogaster	78A1-78A2	""	""
CG33287	CG33287	FBgn0053287	Drosophila melanogaster	78A1-78A1	""	""
CG33288	CG33288	FBgn0053288	Drosophila melanogaster	78D2-78D2	""	""
CG33289	ppk5	FBgn0053289	Drosophila melanogaster	78D5-78D5	pickpocket 5	""
CG3329	Prosbeta2	FBgn0023174	Drosophila melanogaster	71B1-71B1	Proteasome beta2 subunit	""
CG33290	CG33290	FBgn0053290	Drosophila melanogaster	78D5-78D5	""	""
CG33293	CG33293	FBgn0053293	Drosophila melanogaster	82F7-82F7	""	""
CG33296	CG33296	FBgn0053296	Drosophila melanogaster	28C1-28C1	""	""
CG33298	CG33298	FBgn0032120	Drosophila melanogaster	30B5-30B10	""	""
CG33299	CG33299	FBgn0053299	Drosophila melanogaster	30C2-30C2	""	""
CG3330	CG3330	FBgn0039511	Drosophila melanogaster	97F3-97F3	""	""
CG33300	Muc30E	FBgn0053300	Drosophila melanogaster	30E1-30E1	Mucin 30E	""
CG33301	CG33301	FBgn0053301	Drosophila melanogaster	31A1-31A1	""	""
CG33302	Cpr31A	FBgn0053302	Drosophila melanogaster	31A1-31A1	Cuticular protein 31A	""
CG33303	CG33303	FBgn0053303	Drosophila melanogaster	31D10-31D11	""	""
CG33304	rho-5	FBgn0041723	Drosophila melanogaster	31D10-31D10	rhomboid-5	""
CG33306	CG33306	FBgn0053306	Drosophila melanogaster	34D7-34D7	""	""
CG33307	CG33307	FBgn0053307	Drosophila melanogaster	34D7-34D7	""	""
CG33308	CG33308	FBgn0250834	Drosophila melanogaster	35B6-35B6	""	""
CG33309	CG33309	FBgn0053309	Drosophila melanogaster	35B6-35B6	""	""
CG3331	e	FBgn0000527	Drosophila melanogaster	93C7-93D1	ebony	""
CG33310	CG33310	FBgn0053310	Drosophila melanogaster	35B8-35B8	""	""
CG3332	CG3332	FBgn0031514	Drosophila melanogaster	23E1-23E1	""	""
CG33320	CheB38a	FBgn0067312	Drosophila melanogaster	38F1-38F1	Chemosensory protein B 38a	""
CG33321	CheB38b	FBgn0067311	Drosophila melanogaster	38F1-38F1	Chemosensory protein B 38b	""
CG33322	CG33322	FBgn0053322	Drosophila melanogaster	38F1-38F1	""	""
CG33323	Fer1	FBgn0037475	Drosophila melanogaster	84C5-84C6	48 related 1	""
CG33325	CG33325	FBgn0053325	Drosophila melanogaster	85A5-85A5	""	""
CG33329	Sp212	FBgn0053329	Drosophila melanogaster	88A12-88A12	Serine-peptidase 212	""
CG3333	Nop60B	FBgn0259937	Drosophila melanogaster	60C1-60C2	Nucleolar protein at 60B	""
CG33331	CG33331	FBgn0067628	Drosophila melanogaster	88D6-88D6	""	""
CG33332	CG33332	FBgn0067629	Drosophila melanogaster	88D6-88D6	""	""
CG33333	CG33333	FBgn0053333	Drosophila melanogaster	90A6-90A6	""	""
CG33336	p53	FBgn0039044	Drosophila melanogaster	94D10-94D10	p53	""
CG33337	CG33337	FBgn0053337	Drosophila melanogaster	95A3-95A3	""	""
CG33338	p38c	FBgn0267339	Drosophila melanogaster	95E5-95E5	p38c MAP kinase	""
CG33339	CG33339	FBgn0053339	Drosophila melanogaster	95F15-95F15	""	""
CG33340	CG33340	FBgn0053340	Drosophila melanogaster	95F15-95F15	""	""
CG33341	CG33341	FBgn0053341	Drosophila melanogaster	95F15-95F15	""	""
CG33342	CG33342	FBgn0086610	Drosophila melanogaster	95F15-95F15	HDC15381	""
CG33344	CCAP-R	FBgn0039396	Drosophila melanogaster	96F8-96F8	Crustacean cardioactive peptide receptor	""
CG33346	CG33346	FBgn0053346	Drosophila melanogaster	98E1-98E1	""	""
CG33348	CheB42a	FBgn0053348	Drosophila melanogaster	42E1-42E1	Chemosensory protein B 42a	""
CG33349	ppk25	FBgn0053349	Drosophila melanogaster	42E1-42E1	pickpocket 25	""
CG3335	CG3335	FBgn0036018	Drosophila melanogaster	67C2-67C2	""	""
CG33350	CheB42c	FBgn0066292	Drosophila melanogaster	42E1-42E1	Chemosensory protein B 42c	""
CG33351	CheB42b	FBgn0066293	Drosophila melanogaster	42E1-42E1	Chemosensory protein B 42b	""
CG3337	CG3337	FBgn0038871	Drosophila melanogaster	93C7-93C7	""	""
CG3338	Vps53	FBgn0031598	Drosophila melanogaster	24E4-24E4	Vacuolar protein sorting 53	""
CG3339	CG3339	FBgn0039510	Drosophila melanogaster	97F1-97F2	""	""
CG3340	Kr	FBgn0001325	Drosophila melanogaster	60F5-60F5	Kruppel	""
CG3342	CG3342	FBgn0029874	Drosophila melanogaster	6B1-6B1	""	""
CG3344	CG3344	FBgn0035154	Drosophila melanogaster	61C8-61C8	""	""
CG3345	CG3345	FBgn0031240	Drosophila melanogaster	21B7-21B7	""	""
CG33453	CG33453	FBgn0053453	Drosophila melanogaster	56C5-56C5	""	""
CG33454	CG33454	FBgn0053454	Drosophila melanogaster	56C4-56C4	""	""
CG33458	CG33458	FBgn0053458	Drosophila melanogaster	53C6-53C6	""	""
CG33459	CG33459	FBgn0053459	Drosophila melanogaster	53C6-53C6	""	""
CG3346	pon	FBgn0025739	Drosophila melanogaster	4C10-4C10	partner of numb	""
CG33460	CG33460	FBgn0053460	Drosophila melanogaster	52C1-52C1	""	""
CG33461	CG33461	FBgn0053461	Drosophila melanogaster	52C1-52C1	""	""
CG33462	CG33462	FBgn0053462	Drosophila melanogaster	52C1-52C1	""	""
CG33463	CG33463	FBgn0053463	Drosophila melanogaster	52D1-52D1	""	""
CG33465	CG33465	FBgn0053465	Drosophila melanogaster	52C7-52C7	""	""
CG33466	Fs	FBgn0259878	Drosophila melanogaster	51E7-51E10	Follistatin	""
CG33467	CG33467	FBgn0053467	Drosophila melanogaster	51D9-51D9	""	""
CG33468	CG33468	FBgn0053468	Drosophila melanogaster	51B6-51B6	""	""
CG33469	CG33469	FBgn0053469	Drosophila melanogaster	51B6-51B6	""	""
CG3347	CG3347	FBgn0031513	Drosophila melanogaster	23E1-23E1	""	""
CG33470	CG33470	FBgn0053470	Drosophila melanogaster	50A5-50A5	""	""
CG33472	qvr	FBgn0260499	Drosophila melanogaster	47F13-47F13	quiver	""
CG33473	luna	FBgn0040765	Drosophila melanogaster	47D1-47D3	luna	""
CG33474	CG33474	FBgn0053474	Drosophila melanogaster	47A7-47A7	""	""
CG33475	CG33475	FBgn0053475	Drosophila melanogaster	47A6-47A6	""	""
CG33476	CG33476	FBgn0053476	Drosophila melanogaster	47A6-47A6	""	""
CG33477	CG33477	FBgn0053477	Drosophila melanogaster	47A6-47A6	""	""
CG33478	Or46a	FBgn0026388	Drosophila melanogaster	46F2-46F2	Odorant receptor 46a	""
CG3348	CG3348	FBgn0040609	Drosophila melanogaster	97F1-97F1	""	""
CG33481	dpr7	FBgn0053481	Drosophila melanogaster	102B3-102B3	defective proboscis extension response 7	""
CG33483	CG33483	FBgn0053483	Drosophila melanogaster	100A7-100A7	""	""
CG33484	zormin	FBgn0052311	Drosophila melanogaster	62C4-62D1	zormin	""
CG33485	dpr9	FBgn0038282	Drosophila melanogaster	88E1-88E1	defective proboscis extension response 9	""
CG33486	AsnS	FBgn0270926	Drosophila melanogaster	78C1-78C2	Asparagine synthetase	""
CG33488	att-ORFB	FBgn0067782	Drosophila melanogaster	92F1-92F1	alternative testis transcripts open reading frame B	""
CG33489	CG33489	FBgn0053489	Drosophila melanogaster	68C13-68C13	""	""
CG3349	CG3349	FBgn0036459	Drosophila melanogaster	71A4-71A4	""	""
CG33490	CG33490	FBgn0053490	Drosophila melanogaster	68C13-68C13	""	""
CG33492	Ir41a	FBgn0040849	Drosophila melanogaster	41D1-41D1	Ionotropic receptor 41a	""
CG33493	CG33493	FBgn0053493	Drosophila melanogaster	67E7-67E7	""	""
CG33494	CG33494	FBgn0053494	Drosophila melanogaster	96E2-96E2	""	""
CG33495	Dup99B	FBgn0250832	Drosophila melanogaster	99B8-99B8	Ductus ejaculatorius peptide 99B	""
CG33497	Sdic2	FBgn0053497	Drosophila melanogaster	19C1-19C1	Sperm-specific dynein intermediate chain 2	""
CG33499	Sdic4	FBgn0053499	Drosophila melanogaster	19C1-19C1	Sperm-specific dynein intermediate chain 4	""
CG3350	bigmax	FBgn0039509	Drosophila melanogaster	97F1-97F1	bigmax	""
CG33500	CG33500	FBgn0053500	Drosophila melanogaster	68C11-68C11	""	""
CG33502	CG33502	FBgn0053502	Drosophila melanogaster	20A4-20A4	""	""
CG33503	Cyp12d1-d	FBgn0053503	Drosophila melanogaster	47D4-47D4	Cyp12d1-d	""
CG33505	U3-55K	FBgn0053505	Drosophila melanogaster	51C5-51C5	U3 small nuclear riboprotein factor 55K	""
CG33506	CG33506	FBgn0053506	Drosophila melanogaster	51C5-51C5	""	""
CG33507	dpr2	FBgn0261871	Drosophila melanogaster	32B4-32B4	defective proboscis extension response 2	""
CG33508	ppk13	FBgn0053508	Drosophila melanogaster	39A1-39A1	pickpocket 13	""
CG33509	CG33509	FBgn0053509	Drosophila melanogaster	39A1-39A1	""	""
CG3351	mRpL11	FBgn0038234	Drosophila melanogaster	88C3-88C3	mitochondrial ribosomal protein L11	""
CG33510	CG33510	FBgn0053510	Drosophila melanogaster	39A1-39A1	""	""
CG33511	CG33511	FBgn0053511	Drosophila melanogaster	39A1-39A1	""	""
CG33512	dpr4	FBgn0053512	Drosophila melanogaster	86E8-86E8	defective proboscis extension response 4	""
CG33513	Nmdar2	FBgn0053513	Drosophila melanogaster	2B1-2B1	NMDA receptor 2	""
CG33514	CG33514	FBgn0053514	Drosophila melanogaster	64B2-64B2	""	""
CG33516	dpr3	FBgn0053516	Drosophila melanogaster	22C2-22C3	defective proboscis extension response 3	""
CG33517	Dop2R	FBgn0053517	Drosophila melanogaster	19A4-19A4	Dopamine 2-like receptor	""
CG33519	Unc-89	FBgn0053519	Drosophila melanogaster	60B1-60B2	Unc-89	""
CG3352	ft	FBgn0001075	Drosophila melanogaster	24D8-24D8	fat	""
CG33521	CG33521	FBgn0250819	Drosophila melanogaster	102D6-102D6	""	""
CG33522	scaf6	FBgn0261872	Drosophila melanogaster	73E5-73E5	""	""
CG33523	Vap-33B	FBgn0053523	Drosophila melanogaster	64F5-65A1	VAMP-associated protein of 33kDa ortholog B	""
CG33524	CheB53b	FBgn0261293	Drosophila melanogaster	53C5-53C5	Chemosensory protein B 53b	""
CG33526	PNUTS	FBgn0053526	Drosophila melanogaster	21E2-21E2	PNUTS	""
CG33527	SIFa	FBgn0053527	Drosophila melanogaster	60D5-60D5	SIFamide	""
CG33528	Vmat	FBgn0260964	Drosophila melanogaster	50A14-50B1	Vesicular monoamine transporter	""
CG3353	Smyd5	FBgn0038869	Drosophila melanogaster	93C6-93C6	SET and MYND domain containing, class 5	""
CG33530	Acp53C14c	FBgn0053530	Drosophila melanogaster	53D6-53D6	Accessory gland protein 53C14c	""
CG33531	Ddr	FBgn0053531	Drosophila melanogaster	26C1-26C2	Discoidin domain receptor	""
CG33532	lectin-37Da	FBgn0053532	Drosophila melanogaster	37D6-37D6	lectin-37Da	""
CG33533	lectin-37Db	FBgn0053533	Drosophila melanogaster	37D6-37D6	lectin-37Db	""
CG3354	Mst77F	FBgn0086915	Drosophila melanogaster	77E8-77E8	Male-specific transcript 77F	""
CG33542	upd3	FBgn0053542	Drosophila melanogaster	17A4-17A4	unpaired 3	""
CG33543	CG33543	FBgn0053543	Drosophila melanogaster	22B8-22B8	""	""
CG33544	Vkor	FBgn0053544	Drosophila melanogaster	53D8-53D8	Vitamin-K epoxide reductase	""
CG33545	nab	FBgn0259986	Drosophila melanogaster	64A8-64A8	nab	""
CG33546	gfzf	FBgn0250732	Drosophila melanogaster	84C6-84C6	GST-containing FLYWCH zinc-finger protein	""
CG33547	Rim	FBgn0053547	Drosophila melanogaster	90C9-90C10	Rab3 interacting molecule	""
CG33548	SmydA-8	FBgn0053548	Drosophila melanogaster	2E2-2E2	SET and MYND domain containing, arthropod-specific, member 8	""
CG3355	CG3355	FBgn0031619	Drosophila melanogaster	25A2-25A2	""	""
CG33550	CheB53a	FBgn0261292	Drosophila melanogaster	53C5-53C5	Chemosensory protein B 53a	""
CG33552	CG33552	FBgn0053552	Drosophila melanogaster	36A10-36A10	""	""
CG33554	Nipped-A	FBgn0053554	Drosophila melanogaster	41E1-41E3	Nipped-A	""
CG33556	form3	FBgn0053556	Drosophila melanogaster	65E3-65E4	formin 3	""
CG33557	CG33557	FBgn0053557	Drosophila melanogaster	9A4-9A4	""	""
CG33558	mim	FBgn0053558	Drosophila melanogaster	42E1-42E1	missing-in-metastasis	""
CG3356	CG3356	FBgn0034989	Drosophila melanogaster	60C2-60C2	""	""
CG3358	CG3358	FBgn0033117	Drosophila melanogaster	42E1-42E1	""	""
CG3359	mfas	FBgn0260745	Drosophila melanogaster	87A4-87A4	midline fasciclin	""
CG3360	Cyp313a1	FBgn0038236	Drosophila melanogaster	88C4-88C4	Cyp313a1	""
CG3361	mrt	FBgn0039507	Drosophila melanogaster	97F1-97F1	martik	""
CG3362	cN-IIIB	FBgn0034988	Drosophila melanogaster	60C2-60C2	cytosolic 5'-nucleotidase IIIB	""
CG33626	CG33626	FBgn0053626	Drosophila melanogaster	49A3-49A3	""	""
CG33627	CG33627	FBgn0053627	Drosophila melanogaster	49A3-49A3	""	""
CG3363	ocm	FBgn0266083	Drosophila melanogaster	60C2-60C2	over compensating males	""
CG33630	CG33630	FBgn0053630	Drosophila melanogaster	85F8-85F8	""	""
CG33631	CG33631	FBgn0053631	Drosophila melanogaster	85F8-85F8	""	""
CG33632	CG33632	FBgn0053632	Drosophila melanogaster	49A10-49A10	""	""
CG33635	CG33635	FBgn0053635	Drosophila melanogaster	21B3-21B3	""	""
CG33639	CG33639	FBgn0053639	Drosophila melanogaster	17A2-17A2	""	""
CG33640	CG33640	FBgn0053640	Drosophila melanogaster	34C4-34C4	""	""
CG33641	CG33641	FBgn0053641	Drosophila melanogaster	34C4-34C4	""	""
CG33642	CG33642	FBgn0053642	Drosophila melanogaster	34C4-34C4	""	""
CG33643	CG33643	FBgn0053643	Drosophila melanogaster	34C4-34C4	""	""
CG33644	CG33644	FBgn0053644	Drosophila melanogaster	34C4-34C4	""	""
CG33645	CG33645	FBgn0053645	Drosophila melanogaster	34C4-34C4	""	""
CG33647	CG33647	FBgn0053647	Drosophila melanogaster	76A3-76A3	""	""
CG33648	CG33648	FBgn0053648	Drosophila melanogaster	35B2-35B2	""	""
CG33649	GatC	FBgn0064115	Drosophila melanogaster	34D1-34D1	Glutamyl-tRNA amidotransferase, subunit C	""
CG3365	drongo	FBgn0020304	Drosophila melanogaster	21E2-21E2	drongo	""
CG33650	DNApol-gamma35	FBgn0004407	Drosophila melanogaster	34D1-34D1	DNA polymerase gamma 35kD	""
CG33653	Cadps	FBgn0053653	Drosophila melanogaster	102E1-102E1	Calcium-dependent secretion activator	""
CG33654	CG33654	FBgn0053654	Drosophila melanogaster	85D26-85D26	""	""
CG33655	CG33655	FBgn0250824	Drosophila melanogaster	57D11-57D11	""	""
CG33658	CG33658	FBgn0053658	Drosophila melanogaster	96A25-96B1	""	""
CG33664	CG33664	FBgn0053664	Drosophila melanogaster	5F5-5F5	""	""
CG33665	CG33665	FBgn0053665	Drosophila melanogaster	6A2-6A2	""	""
CG33666	CG33666	FBgn0053666	Drosophila melanogaster	6A2-6A2	""	""
CG33667	CG33667	FBgn0053667	Drosophila melanogaster	6A2-6A2	""	""
CG33668	CG33668	FBgn0053668	Drosophila melanogaster	6A1-6A1	""	""
CG33669	CG33669	FBgn0053669	Drosophila melanogaster	5F6-5F6	""	""
CG33670	stg1	FBgn0064123	Drosophila melanogaster	19F1-19F1	stargazin-like protein	""
CG33671	CG33671	FBgn0061359	Drosophila melanogaster	49B10-49B10	""	""
CG33672	CG33672	FBgn0061360	Drosophila melanogaster	49B10-49B10	""	""
CG33673	CG33673	FBgn0053673	Drosophila melanogaster	22B6-22B6	""	""
CG33677	LSm-4	FBgn0067622	Drosophila melanogaster	31E1-31E1	Like Sm protein 4	""
CG33679	CG33679	FBgn0053679	Drosophila melanogaster	35B9-35B10	""	""
CG3368	CG3368	FBgn0039508	Drosophila melanogaster	97F1-97F1	""	""
CG33680	CG33680	FBgn0053680	Drosophila melanogaster	60F5-60F5	""	""
CG33687	CG33687	FBgn0053687	Drosophila melanogaster	72D10-72D10	""	""
CG33688	CG33688	FBgn0053688	Drosophila melanogaster	72D10-72D10	""	""
CG33689	CG33689	FBgn0053689	Drosophila melanogaster	72D10-72D10	""	""
CG33690	CG33690	FBgn0053690	Drosophila melanogaster	72D10-72D10	""	""
CG33694	cana	FBgn0040233	Drosophila melanogaster	32E2-32E2	CENP-ana	""
CG33695	CG33695	FBgn0052831	Drosophila melanogaster	32E2-32E2	""	""
CG33696	CNMaR	FBgn0053696	Drosophila melanogaster	67C3-67C4	CNMamide Receptor	""
CG33698	CheA86a	FBgn0261291	Drosophila melanogaster	86D4-86D4	Chemosensory protein A 86a	""
CG33700	CG33700	FBgn0053700	Drosophila melanogaster	67B11-67B11	""	""
CG33702	CG33702	FBgn0053702	Drosophila melanogaster	67B11-67B11	""	""
CG33703	CG33703	FBgn0053703	Drosophila melanogaster	67B11-67B11	""	""
CG33704	CG33704	FBgn0053704	Drosophila melanogaster	57B5-57B5	""	""
CG33706	IM18	FBgn0067903	Drosophila melanogaster	59F4-59F4	Immune induced molecule 18	""
CG3371	ebd1	FBgn0035153	Drosophila melanogaster	61C8-61C8	earthbound 1	""
CG33710	CG33710	FBgn0053710	Drosophila melanogaster	76D6-76D6	""	""
CG33713	CG33713	FBgn0064116	Drosophila melanogaster	19F4-19F4	""	""
CG33714	SLIRP1	FBgn0064117	Drosophila melanogaster	19F4-19F4	SRA stem-loop interacting RNA binding protein 1	""
CG33717	PGRP-LD	FBgn0260458	Drosophila melanogaster	64E7-64E8	Peptidoglycan recognition protein LD	""
CG33718	Pmi	FBgn0044419	Drosophila melanogaster	64E7-64E8	Pmi	""
CG33720	Pif1B	FBgn0046874	Drosophila melanogaster	85B1-85B1	PFTAIRE-interacting factor 1B	""
CG33721	CG33721	FBgn0053721	Drosophila melanogaster	94A5-94A5	""	""
CG33722	CG33722	FBgn0064126	Drosophila melanogaster	84F5-84F6	""	""
CG33723	CG33723	FBgn0053723	Drosophila melanogaster	30B4-30B4	""	""
CG33724	CheA56a	FBgn0262595	Drosophila melanogaster	55E3-55E3	Chemosensory protein A 56a	""
CG33725	CG33725	FBgn0053725	Drosophila melanogaster	69C2-69C2	""	""
CG3373	Hmu	FBgn0015737	Drosophila melanogaster	97F1-97F1	Hemomucin	""
CG33747	primo-2	FBgn0040076	Drosophila melanogaster	87F12-87F12	primo-2	""
CG33748	primo-1	FBgn0040077	Drosophila melanogaster	87F12-87F12	primo-1	""
CG33752	CG33752	FBgn0053752	Drosophila melanogaster	49B3-49B3	""	""
CG33755	gdl-ORF39	FBgn0028377	Drosophila melanogaster	71D3-71D3	gdl-ORF39	""
CG33756	gdl	FBgn0001099	Drosophila melanogaster	71D3-71D3	gonadal	""
CG33757	CG33757	FBgn0053757	Drosophila melanogaster	45D8-45D8	""	""
CG33758	CG33758	FBgn0053758	Drosophila melanogaster	45D8-45D8	""	""
CG3376	CG3376	FBgn0034997	Drosophila melanogaster	60C4-60C4	""	""
CG33764	CG33764	FBgn0053764	Drosophila melanogaster	64A12-64A12	""	""
CG33766	CG33766	FBgn0053766	Drosophila melanogaster	79F3-79F3	""	""
CG33767	CG33767	FBgn0053767	Drosophila melanogaster	79F3-79F3	""	""
CG33768	CG33768	FBgn0053768	Drosophila melanogaster	79F3-79F3	""	""
CG33769	CG33769	FBgn0053769	Drosophila melanogaster	79F3-79F3	""	""
CG33770	CG33770	FBgn0053770	Drosophila melanogaster	79F3-79F3	""	""
CG33771	CG33771	FBgn0053771	Drosophila melanogaster	79F3-79F3	""	""
CG33772	CG33772	FBgn0053772	Drosophila melanogaster	79F3-79F4	""	""
CG33773	CG33773	FBgn0053773	Drosophila melanogaster	100B1-100B1	""	""
CG33774	CG33774	FBgn0053774	Drosophila melanogaster	45D3-45D3	""	""
CG33775	CG33775	FBgn0053775	Drosophila melanogaster	49B3-49B3	""	""
CG33777	CG33777	FBgn0053777	Drosophila melanogaster	64B9-64B9	""	""
CG33779	CheA84a	FBgn0261290	Drosophila melanogaster	84F3-84F3	Chemosensory protein A 84a	""
CG33783	CG33783	FBgn0053783	Drosophila melanogaster	85F9-85F9	""	""
CG33784	CG33784	FBgn0053784	Drosophila melanogaster	85F9-85F9	""	""
CG33785	CG33785	FBgn0061362	Drosophila melanogaster	57A8-57A9	""	""
CG33786	CG33786	FBgn0061361	Drosophila melanogaster	57A8-57A9	""	""
CG3379	His4r	FBgn0013981	Drosophila melanogaster	88C9-88C9	Histone H4 replacement	""
CG33791	CG33791	FBgn0035240	Drosophila melanogaster	62A7-62A8	""	""
CG33792	CG33792	FBgn0053792	Drosophila melanogaster	49B10-49B10	""	""
CG33795	CG33795	FBgn0053795	Drosophila melanogaster	72D9-72D9	""	""
CG33796	CG33796	FBgn0053796	Drosophila melanogaster	72D9-72D9	""	""
CG33798	CG33798	FBgn0053798	Drosophila melanogaster	49E7-49E7	""	""
CG3380	Oatp58Dc	FBgn0034716	Drosophila melanogaster	58D2-58D2	Organic anion transporting polypeptide 58Dc	""
CG33800	CheA46a	FBgn0262594	Drosophila melanogaster	46B2-46B2	Chemosensory protein A 46a	""
CG33801	His1:CG33801	FBgn0053801	Drosophila melanogaster	39D3-39D3	His1:CG33801	""
CG33803	His3:CG33803	FBgn0053803	Drosophila melanogaster	39D3-39D3	His3:CG33803	""
CG33804	His1:CG33804	FBgn0053804	Drosophila melanogaster	39D3-39D3	His1:CG33804	""
CG33806	His3:CG33806	FBgn0053806	Drosophila melanogaster	39D3-39D3	His3:CG33806	""
CG33807	His1:CG33807	FBgn0053807	Drosophila melanogaster	39D3-39D3	His1:CG33807	""
CG33808	His2A:CG33808	FBgn0053808	Drosophila melanogaster	39D3-39D3	His2A:CG33808	""
CG33809	His3:CG33809	FBgn0053809	Drosophila melanogaster	39D3-39D3	His3:CG33809	""
CG33810	His1:CG33810	FBgn0053810	Drosophila melanogaster	39D3-39D3	His1:CG33810	""
CG33812	His3:CG33812	FBgn0053812	Drosophila melanogaster	39D3-39D3	His3:CG33812	""
CG33813	His1:CG33813	FBgn0053813	Drosophila melanogaster	39D4-39D4	His1:CG33813	""
CG33814	His2A:CG33814	FBgn0053814	Drosophila melanogaster	39D4-39D4	His2A:CG33814	""
CG33815	His3:CG33815	FBgn0053815	Drosophila melanogaster	39D4-39D4	His3:CG33815	""
CG33816	His1:CG33816	FBgn0053816	Drosophila melanogaster	39D4-39D4	His1:CG33816	""
CG33817	His2A:CG33817	FBgn0053817	Drosophila melanogaster	39D4-39D4	His2A:CG33817	""
CG33818	His3:CG33818	FBgn0053818	Drosophila melanogaster	39D4-39D4	His3:CG33818	""
CG33819	His1:CG33819	FBgn0053819	Drosophila melanogaster	39D4-39D4	His1:CG33819	""
CG3382	Oatp58Db	FBgn0034715	Drosophila melanogaster	58D2-58D2	Organic anion transporting polypeptide 58Db	""
